body,make,model,year,engine,transmission,fuel,price
Hatchback,Suzuki,Alto,2006.0,1000.0,Manual,Petrol,1000000.0
Hatchback,Suzuki,Cultus,2019.0,1000.0,Manual,Petrol,2700000.0
Sedan,Honda,City,2016.0,1500.0,Manual,Petrol,3175000.0
Hatchback,Suzuki,Khyber,1995.0,1000.0,Manual,Petrol,260000.0
Hatchback,Suzuki,Mehran,2010.0,800.0,Manual,Petrol,770000.0
SUV,Toyota,Prado,2021.0,2700.0,Automatic,Petrol,19500000.0
Hatchback,Suzuki,Mehran,2010.0,800.0,Manual,Petrol,700000.0
Sedan,Toyota,Corolla,2019.0,1300.0,Manual,Petrol,4700000.0
Sedan,Honda,City,2007.0,1300.0,Manual,Petrol,2050000.0
SUV,Toyota,Fortuner,2013.0,2700.0,Automatic,Petrol,8300000.0
Sedan,Toyota,Corolla,2012.0,1300.0,Manual,Petrol,2500000.0
Sedan,Mercedes,Benz,2013.0,1800.0,Automatic,Petrol,13000000.0
Hatchback,Suzuki,Swift,2018.0,1300.0,Manual,Petrol,2250000.0
Sedan,Honda,Civic,2012.0,1800.0,Automatic,Petrol,3100000.0
Hatchback,Suzuki,Alto,2021.0,660.0,Manual,Petrol,2600000.0
Sedan,Toyota,Corolla,2014.0,1300.0,Manual,Petrol,3095000.0
Sedan,Honda,Civic,2017.0,1800.0,Automatic,Petrol,4900000.0
SUV,Toyota,Prado,2004.0,2700.0,Automatic,Petrol,8700000.0
Hatchback,Toyota,Vitz,2006.0,1000.0,Automatic,Petrol,2000000.0
Sedan,Toyota,Yaris,2020.0,1500.0,Automatic,Petrol,4400000.0
Sedan,Toyota,Corolla,2019.0,1600.0,Automatic,Petrol,4650000.0
Hatchback,Suzuki,Alto,2021.0,660.0,Automatic,Petrol,2800000.0
Sedan,Toyota,Corolla,2017.0,1300.0,Manual,Petrol,3100000.0
Sedan,Toyota,Corolla,2019.0,1600.0,Automatic,Petrol,5100000.0
Sedan,Toyota,Corolla,2018.0,1600.0,Automatic,Petrol,5750000.0
Sedan,Honda,City,2007.0,1500.0,Automatic,Petrol,1950000.0
Sedan,Toyota,Corolla,2014.0,1300.0,Manual,Petrol,3050000.0
Sedan,Toyota,Corolla,2003.0,1600.0,Automatic,Petrol,1750000.0
Hatchback,Suzuki,Wagon,2022.0,1000.0,Manual,Petrol,3150000.0
Sedan,Toyota,Corolla,1993.0,1500.0,Manual,Petrol,1445000.0
Hatchback,Suzuki,Cultus,2000.0,1000.0,Manual,Petrol,500000.0
Sedan,Toyota,Belta,2006.0,1300.0,Automatic,Petrol,2050000.0
Sedan,Honda,Civic,2017.0,1800.0,Automatic,Petrol,5100000.0
Sedan,Toyota,Corolla,2018.0,1300.0,Manual,Petrol,4450000.0
Sedan,Mercedes,Benz,2005.0,1800.0,Automatic,Petrol,3900000.0
Crossover,MG,HS,2021.0,1490.0,Automatic,Petrol,8000000.0
Hatchback,Suzuki,Alto,2020.0,660.0,Automatic,Petrol,3375000.0
Micro Van,Suzuki,Every,2012.0,660.0,Automatic,Petrol,1750000.0
MPV,Honda,BR-V,2017.0,1500.0,Automatic,Petrol,4050000.0
Sedan,Honda,City,2006.0,1300.0,Manual,Petrol,1985000.0
Hatchback,Suzuki,Cultus,2013.0,1000.0,Manual,Petrol,1350000.0
Double Cabin,Toyota,Hilux,2008.0,3000.0,Automatic,Diesel,5599000.0
High Roof,Toyota,Hiace,2013.0,2700.0,Automatic,Petrol,3900000.0
Hatchback,Suzuki,Cultus,2016.0,1000.0,Manual,Petrol,1550000.0
Hatchback,Daihatsu,Move,2012.0,660.0,Automatic,Petrol,1880000.0
Hatchback,Suzuki,Mehran,2018.0,796.0,Manual,Petrol,1370000.0
Sedan,Toyota,Yaris,2021.0,1300.0,Automatic,Petrol,4220000.0
Sedan,Toyota,Corolla,2014.0,1800.0,Automatic,Petrol,4100000.0
Sedan,Toyota,Corolla,2017.0,1300.0,Automatic,Petrol,4150000.0
Sedan,Honda,City,2014.0,1300.0,Manual,Petrol,2500000.0
Sedan,Hyundai,Excel,1993.0,1500.0,Automatic,Petrol,400000.0
SUV,KIA,Sportage,2022.0,1999.0,Automatic,Petrol,7900000.0
Sedan,Toyota,Corolla,2010.0,1300.0,Manual,Petrol,2050000.0
Crossover,Toyota,C-HR,2018.0,1800.0,Automatic,Hybrid,8800000.0
Hatchback,Suzuki,Alto,2021.0,660.0,Manual,Petrol,2420000.0
Sedan,Toyota,Corolla,2020.0,1300.0,Manual,Petrol,4300000.0
SUV,Toyota,Prado,1999.0,3000.0,Automatic,Diesel,3975000.0
Sedan,Toyota,Corolla,2018.0,1800.0,Automatic,Petrol,5800000.0
Hatchback,Suzuki,Swift,2014.0,1300.0,Manual,Petrol,1751000.0
Hatchback,Suzuki,Mehran,2013.0,796.0,Manual,Petrol,1050000.0
Sedan,Honda,Civic,2000.0,1500.0,Automatic,Petrol,895000.0
Hatchback,Suzuki,Mehran,2003.0,800.0,Manual,Petrol,550000.0
Sedan,Honda,City,2003.0,1500.0,Manual,Petrol,1365000.0
Sedan,Honda,Civic,1998.0,1500.0,Manual,Petrol,880000.0
Van,Suzuki,Bolan,2017.0,800.0,Manual,Petrol,1130000.0
Hatchback,Suzuki,Mehran,2007.0,800.0,Manual,Petrol,700000.0
Hatchback,Toyota,Vitz,2012.0,1000.0,Automatic,Petrol,2650000.0
Hatchback,Suzuki,Alto,2005.0,1000.0,Manual,Petrol,890000.0
Sedan,Toyota,Corolla,2014.0,1800.0,Automatic,Petrol,4400000.0
Hatchback,Suzuki,Wagon,2016.0,1000.0,Manual,Petrol,2050000.0
Hatchback,Suzuki,Alto,2005.0,1000.0,Manual,Petrol,760000.0
Sedan,Toyota,Corolla,2012.0,1300.0,Manual,Petrol,2295000.0
Mini Van,Changan,Karvaan,2022.0,1000.0,Manual,Petrol,2750000.0
Sedan,Honda,City,2004.0,1300.0,Manual,Petrol,1400000.0
Hatchback,Suzuki,Cultus,2021.0,1000.0,Manual,Petrol,3400000.0
Sedan,Honda,Civic,2012.0,1800.0,Automatic,Petrol,3050000.0
Hatchback,Daihatsu,Cast,2019.0,660.0,Automatic,Petrol,3450000.0
Hatchback,Suzuki,Cultus,2010.0,1000.0,Manual,Petrol,1325000.0
Sedan,Proton,Saga,2022.0,1299.0,Automatic,Petrol,3749000.0
Crossover,Honda,Vezel,2014.0,1500.0,Automatic,Hybrid,5000000.0
SUV,Daihatsu,Terios,2003.0,660.0,Automatic,Petrol,1350000.0
SUV,Toyota,Prado,2006.0,4000.0,Automatic,Petrol,9500000.0
Sedan,Toyota,Premio,2005.0,1800.0,Automatic,Petrol,3200000.0
Sedan,Toyota,Corolla,2017.0,1300.0,Automatic,Petrol,3950000.0
Hatchback,Toyota,Vitz,2022.0,996.0,Automatic,Petrol,3830000.0
Sedan,Honda,City,2007.0,1500.0,Automatic,Petrol,1950000.0
Sedan,Honda,City,2006.0,1300.0,Automatic,Petrol,1525000.0
Sedan,Honda,Civic,2016.0,1800.0,Automatic,Petrol,4500000.0
Sedan,Honda,Civic,2013.0,1800.0,Automatic,Petrol,3700000.0
Sedan,Honda,Civic,1995.0,1500.0,Manual,Petrol,720000.0
Hatchback,Suzuki,Alto,2005.0,1000.0,Manual,Petrol,620000.0
Micro Van,Suzuki,Every,2010.0,660.0,Automatic,Petrol,2150000.0
Hatchback,Daihatsu,Cuore,2008.0,800.0,Automatic,Petrol,1050000.0
Hatchback,Mitsubishi,Ek,2015.0,660.0,Automatic,Petrol,1850000.0
Hatchback,Suzuki,Mehran,2015.0,796.0,Manual,Petrol,1320000.0
Crossover,MG,HS,2021.0,1500.0,Automatic,Petrol,7900000.0
Sedan,Honda,Civic,2017.0,1800.0,Automatic,Petrol,5125000.0
Hatchback,Suzuki,Mehran,2014.0,796.0,Manual,Petrol,1600000.0
Hatchback,Toyota,Vitz,2012.0,1000.0,Automatic,Petrol,2650000.0
Hatchback,Suzuki,Alto,2022.0,660.0,Manual,Petrol,2450000.0
Hatchback,Suzuki,Cultus,2006.0,1000.0,Manual,Petrol,740000.0
Sedan,Honda,Civic,2016.0,1800.0,Automatic,Petrol,3975000.0
Hatchback,Suzuki,Swift,2015.0,1300.0,Manual,Petrol,2275000.0
Hatchback,Subaru,Stella,2012.0,660.0,Automatic,Petrol,1850000.0
Sedan,Honda,City,2019.0,1300.0,Manual,Petrol,3700000.0
Sedan,Honda,Civic,2019.0,1500.0,Automatic,Petrol,6625000.0
Sedan,Toyota,Corolla,2010.0,1300.0,Manual,Petrol,2275000.0
Sedan,Toyota,Corolla,2016.0,1300.0,Manual,Petrol,3550000.0
Sedan,Honda,Civic,1994.0,1500.0,Manual,Petrol,715000.0
Sedan,Toyota,Corolla,1994.0,1500.0,Manual,Petrol,1420000.0
Hatchback,Daihatsu,Cuore,2004.0,800.0,Manual,Petrol,775000.0
MPV,Honda,BR-V,2018.0,1500.0,Automatic,Petrol,5000000.0
Sedan,Honda,Civic,2016.0,1800.0,Automatic,Petrol,4300000.0
Hatchback,Toyota,Vitz,2019.0,996.0,Automatic,Petrol,4100000.0
Sedan,Honda,City,2011.0,1300.0,Manual,Petrol,2480000.0
Micro Van,Suzuki,Every,2018.0,660.0,Automatic,Petrol,2990000.0
Mini Van,Suzuki,Bolan,2011.0,800.0,Manual,Petrol,860000.0
Sedan,Toyota,Camry,2009.0,2400.0,Manual,Petrol,4395000.0
Hatchback,Suzuki,Mehran,2016.0,796.0,Manual,Petrol,1090000.0
MPV,Honda,BR-V,2022.0,1500.0,Automatic,Petrol,5850000.0
Sedan,Changan,Alsvin,2021.0,1500.0,Automatic,Petrol,4195000.0
Micro Van,Nissan,Clipper,2016.0,660.0,Automatic,Petrol,1950000.0
Sedan,Honda,Civic,2016.0,1800.0,Automatic,Petrol,4700000.0
Sedan,Honda,City,2015.0,1300.0,Manual,Petrol,2685000.0
Hatchback,Suzuki,Mehran,2007.0,800.0,Manual,Petrol,550000.0
Sedan,Toyota,Corolla,2004.0,1600.0,Manual,Petrol,1780000.0
Sedan,Toyota,Corolla,2018.0,1800.0,Automatic,Petrol,5500000.0
Hatchback,Suzuki,Wagon,2017.0,1000.0,Manual,Petrol,2199000.0
Hatchback,Suzuki,Wagon,2017.0,1000.0,Manual,Petrol,2199000.0
Sedan,Honda,Civic,2014.0,1800.0,Automatic,Petrol,3950000.0
Sedan,Toyota,Corolla,2016.0,1300.0,Automatic,Petrol,3280000.0
Sedan,Honda,Civic,2005.0,1500.0,Manual,Petrol,1250000.0
Pick Up,Suzuki,Ravi,2019.0,800.0,Manual,Petrol,1400000.0
Crossover,Toyota,C-HR,2017.0,1800.0,Automatic,Hybrid,10500000.0
Hatchback,Daihatsu,Mira,2014.0,660.0,Automatic,Petrol,2575000.0
Sedan,Toyota,Corolla,2016.0,1300.0,Manual,Petrol,2980000.0
Sedan,Mercedes,Benz,1997.0,1800.0,Manual,Petrol,1300000.0
Sedan,Toyota,Corolla,2017.0,1300.0,Manual,Petrol,3450000.0
Mini Van,Suzuki,Bolan,2016.0,800.0,Manual,Petrol,1000000.0
Sedan,Honda,Civic,2017.0,1800.0,Automatic,Petrol,5250000.0
Sedan,Toyota,Yaris,2020.0,1500.0,Automatic,Petrol,4500000.0
Sedan,Toyota,Corolla,2018.0,1300.0,Automatic,Petrol,3750000.0
Sedan,Honda,Civic,2018.0,1800.0,Automatic,Petrol,5000000.0
SUV,KIA,Sportage,2020.0,1999.0,Automatic,Petrol,7300000.0
SUV,Toyota,Fortuner,2017.0,2700.0,Automatic,Petrol,11800000.0
Crossover,DFSK,Glory,2021.0,1500.0,Automatic,Petrol,5375000.0
Sedan,Honda,Civic,2017.0,1800.0,Automatic,Petrol,4810000.0
SUV,Toyota,Land,2008.0,4600.0,Automatic,Petrol,18500000.0
Sedan,Toyota,Corolla,2012.0,1300.0,Manual,Petrol,2030000.0
Hatchback,Suzuki,Cultus,2001.0,1000.0,Manual,Petrol,1200000.0
Hatchback,Daihatsu,Mira,2011.0,660.0,Automatic,Petrol,2150000.0
Sedan,Suzuki,Baleno,2005.0,1300.0,Manual,Petrol,970000.0
Hatchback,Suzuki,Cultus,2011.0,1000.0,Manual,Petrol,1085000.0
Crossover,Honda,Vezel,2015.0,1500.0,Automatic,Hybrid,4700000.0
Sedan,Honda,Civic,2011.0,1800.0,Automatic,Petrol,2495000.0
Sedan,Honda,Civic,2014.0,1800.0,Automatic,Petrol,3150000.0
Hatchback,Suzuki,Cultus,2002.0,1000.0,Manual,Petrol,760000.0
Hatchback,Suzuki,Mehran,2002.0,800.0,Manual,Petrol,450000.0
Sedan,Honda,City,2018.0,1500.0,Manual,Petrol,3400000.0
Hatchback,Daihatsu,Mira,2007.0,660.0,Automatic,Petrol,1650000.0
Sedan,Toyota,Corolla,2009.0,1300.0,Manual,Petrol,2320000.0
Hatchback,Suzuki,Wagon,2022.0,1000.0,Automatic,Petrol,3290000.0
Hatchback,Suzuki,Mehran,2007.0,800.0,Manual,Petrol,620000.0
Sedan,Mitsubishi,Lancer,2005.0,1300.0,Manual,Petrol,1200000.0
Hatchback,Chevrolet,Exclusive,2005.0,1000.0,Manual,Petrol,875000.0
Hatchback,Suzuki,Wagon,2021.0,1000.0,Manual,Petrol,2850000.0
Sedan,Honda,City,2001.0,1300.0,Manual,Petrol,975000.0
SUV,Hyundai,Tucson,2022.0,1999.0,Automatic,Petrol,8675000.0
SUV,Toyota,Land,1998.0,4500.0,Automatic,Petrol,4200000.0
MPV,Toyota,Prius,2017.0,1800.0,Automatic,Petrol,7000000.0
Hatchback,Suzuki,Mehran,2015.0,796.0,Manual,Petrol,1095000.0
Sedan,Honda,Civic,2015.0,1800.0,Automatic,Petrol,4300000.0
Sedan,Toyota,Camry,2012.0,2500.0,Automatic,Petrol,8200000.0
Sedan,Toyota,Corolla,2007.0,1300.0,Manual,Petrol,1750000.0
Sedan,Toyota,Corolla,2019.0,1300.0,Automatic,Petrol,3750000.0
Hatchback,Suzuki,Alto,2020.0,660.0,Manual,Petrol,2080000.0
Hatchback,Suzuki,Alto,2011.0,1000.0,Manual,Petrol,940000.0
Sedan,Toyota,Corolla,2020.0,1798.0,Automatic,Petrol,5825000.0
Sedan,Toyota,Corolla,2019.0,1300.0,Automatic,Petrol,4720000.0
Sedan,Toyota,Corolla,2019.0,1300.0,Automatic,Petrol,5500000.0
Hatchback,Suzuki,Alto,2010.0,1000.0,Manual,Petrol,850000.0
Sedan,Honda,City,2018.0,1300.0,Manual,Petrol,3600000.0
Sedan,Honda,Civic,2005.0,1500.0,Manual,Petrol,1150000.0
Sedan,Honda,Civic,2021.0,1800.0,Automatic,Petrol,6525000.0
Hatchback,Suzuki,Cultus,2017.0,1000.0,Manual,Petrol,1750000.0
Sedan,Toyota,Corolla,2014.0,1300.0,Manual,Petrol,3530000.0
Mini Van,FAW,X-PV,2021.0,1000.0,Manual,Petrol,1700000.0
SUV,Toyota,Fortuner,2017.0,2700.0,Automatic,Petrol,10600000.0
Hatchback,Daihatsu,Cuore,2007.0,800.0,Manual,Petrol,670000.0
Sedan,Suzuki,Liana,2007.0,1300.0,Manual,Petrol,1100000.0
Sedan,Toyota,Corolla,2021.0,1799.0,Automatic,Petrol,6500000.0
Hatchback,Daihatsu,Cuore,2007.0,800.0,Manual,Petrol,850000.0
Sedan,Toyota,Corolla,2011.0,1300.0,Manual,Petrol,2650000.0
Station Wagon,Toyota,Corolla,2007.0,1500.0,Automatic,Petrol,2600000.0
Sedan,Toyota,Corolla,1999.0,2000.0,Manual,Diesel,1180000.0
Hatchback,Suzuki,Cultus,2007.0,1000.0,Manual,Petrol,1070000.0
Sedan,Toyota,Corolla,2022.0,1798.0,Automatic,Petrol,7850000.0
Hatchback,Suzuki,Mehran,2014.0,796.0,Manual,Petrol,990000.0
Sedan,Honda,City,2019.0,1500.0,Manual,Petrol,3650000.0
Sedan,Honda,Civic,2004.0,1600.0,Automatic,Petrol,1545000.0
Hatchback,Suzuki,Swift,2017.0,1300.0,Manual,Petrol,2170000.0
Sedan,Honda,City,2005.0,1300.0,Manual,Petrol,1515000.0
Sedan,Toyota,Corolla,2019.0,1300.0,Automatic,Petrol,4720000.0
Sedan,Honda,Grace,2015.0,1500.0,Automatic,Petrol,4500000.0
Hatchback,Honda,Fit,2016.0,1500.0,Automatic,Hybrid,3800000.0
Sedan,Honda,Civic,2022.0,1500.0,Automatic,Petrol,8600000.0
Sedan,Toyota,Corolla,2016.0,1300.0,Manual,Petrol,3800000.0
Hatchback,Suzuki,Mehran,2018.0,800.0,Manual,Petrol,1450000.0
Sedan,Honda,City,2014.0,1300.0,Manual,Petrol,2850000.0
Hatchback,Suzuki,Alto,2014.0,660.0,Manual,Petrol,930000.0
Sedan,Honda,Civic,2021.0,1800.0,Automatic,Petrol,6600000.0
Hatchback,Suzuki,Cultus,2000.0,1000.0,Manual,Petrol,695000.0
Hatchback,Toyota,Vitz,2018.0,1000.0,Automatic,Petrol,3850000.0
Sedan,Toyota,Corolla,2011.0,1300.0,Manual,Petrol,2050000.0
Station Wagon,Toyota,Probox,2014.0,1500.0,Automatic,Petrol,2950000.0
Sedan,Toyota,Corolla,2017.0,1800.0,Automatic,Petrol,3750000.0
Hatchback,Suzuki,Mehran,2006.0,800.0,Manual,Petrol,680000.0
Sedan,Toyota,Corolla,2012.0,1300.0,Manual,Petrol,3150000.0
Sedan,Honda,Civic,2014.0,1800.0,Automatic,Petrol,3250000.0
Sedan,Honda,Civic,2016.0,1800.0,Automatic,Petrol,5200000.0
Hatchback,Suzuki,Cultus,2013.0,1000.0,Manual,Petrol,1450000.0
Sedan,Toyota,Corolla,1994.0,1500.0,Automatic,Petrol,1850000.0
Hatchback,Suzuki,Alto,2022.0,660.0,Manual,Petrol,2600000.0
Mini Van,FAW,X-PV,2018.0,1000.0,Manual,Petrol,1195000.0
Sedan,Toyota,Corolla,2018.0,1300.0,Automatic,Petrol,4390000.0
Sedan,Toyota,Corolla,2022.0,1598.0,Automatic,Petrol,5800000.0
SUV,Hyundai,Tucson,2022.0,2000.0,Automatic,Petrol,8075000.0
Sedan,Toyota,Yaris,2021.0,1500.0,Automatic,Petrol,4780000.0
Sedan,Honda,Accord,2003.0,2000.0,Automatic,Petrol,2300000.0
Van,Suzuki,Bolan,2015.0,800.0,Manual,Petrol,950000.0
Hatchback,Suzuki,Mehran,2011.0,800.0,Manual,Petrol,825000.0
Sedan,Toyota,Corolla,2017.0,1300.0,Automatic,Petrol,4400000.0
Sedan,Honda,City,2021.0,1300.0,Automatic,Petrol,4150000.0
Sedan,Toyota,Yaris,2021.0,1500.0,Automatic,Petrol,4500000.0
Hatchback,Hyundai,Santro,2006.0,1100.0,Manual,Petrol,865000.0
Sedan,Honda,Civic,2018.0,1800.0,Automatic,Petrol,5500000.0
Sedan,Toyota,Yaris,2022.0,1500.0,Automatic,Petrol,5100000.0
Hatchback,Toyota,Vitz,2006.0,1000.0,Automatic,Petrol,1875000.0
Hatchback,Toyota,Aqua,2018.0,1500.0,Automatic,Hybrid,5350000.0
Sedan,Honda,Civic,2021.0,1800.0,Automatic,Petrol,6850000.0
Sedan,Toyota,Corolla,2014.0,1300.0,Manual,Petrol,3650000.0
Sedan,Toyota,Corolla,2017.0,1600.0,Automatic,Petrol,4550000.0
Hatchback,Suzuki,Wagon,2018.0,1000.0,Manual,Petrol,2125000.0
Hatchback,Suzuki,Cultus,2006.0,1000.0,Manual,Petrol,725000.0
Sedan,Suzuki,Liana,2009.0,1300.0,Manual,Petrol,970000.0
Sedan,Honda,Civic,2005.0,1600.0,Automatic,Petrol,1650000.0
Hatchback,Suzuki,Alto,2007.0,660.0,Automatic,Petrol,1680000.0
Hatchback,Suzuki,Alto,2007.0,1000.0,Manual,Petrol,950000.0
Sedan,Toyota,Corolla,2013.0,1300.0,Manual,Petrol,2360000.0
Hatchback,Daihatsu,Mira,2020.0,660.0,Automatic,Petrol,3600000.0
Mini Van,FAW,X-PV,2018.0,1000.0,Manual,Petrol,850000.0
Sedan,Toyota,Yaris,2021.0,1500.0,Automatic,Petrol,4500000.0
Hatchback,Suzuki,Mehran,2004.0,800.0,Manual,Petrol,665000.0
Sedan,Toyota,Corolla,2016.0,1600.0,Automatic,Petrol,3698000.0
Sedan,Toyota,Corolla,2015.0,1798.0,Automatic,Petrol,3795000.0
Hatchback,Suzuki,Alto,2019.0,660.0,Automatic,Petrol,2500000.0
Sedan,Toyota,Corolla,2005.0,1300.0,Manual,Petrol,1850000.0
Sedan,Toyota,Corolla,2018.0,1600.0,Automatic,Petrol,4500000.0
Sedan,Toyota,Corolla,2022.0,1798.0,Automatic,Petrol,7200000.0
Sedan,Honda,Civic,2021.0,1800.0,Automatic,Petrol,6650000.0
Hatchback,Suzuki,Cultus,2006.0,1000.0,Manual,Petrol,781000.0
Sedan,Toyota,Corolla,2009.0,1300.0,Manual,Petrol,2140000.0
Hatchback,Toyota,Vitz,2013.0,1000.0,Automatic,Petrol,3200000.0
Sedan,Honda,Civic,2005.0,1600.0,Manual,Petrol,1380000.0
Hatchback,KIA,Picanto,2021.0,1000.0,Automatic,Petrol,2680000.0
Crossover,FAW,Sirius,2014.0,1300.0,Manual,Petrol,1975000.0
Hatchback,Suzuki,Alto,2021.0,660.0,Automatic,Petrol,2675000.0
SUV,Toyota,Surf,1998.0,2700.0,Automatic,Petrol,4200000.0
Hatchback,Suzuki,Swift,2022.0,1242.0,Automatic,Petrol,4650000.0
Sedan,Honda,City,2015.0,1300.0,Manual,Petrol,2950000.0
Hatchback,Suzuki,Swift,2016.0,1300.0,Manual,Petrol,2150000.0
Van,Suzuki,Bolan,2015.0,800.0,Manual,Petrol,1174000.0
Sedan,Toyota,Corolla,2008.0,1300.0,Manual,Petrol,1625000.0
Hatchback,KIA,Picanto,2021.0,998.0,Manual,Petrol,2795000.0
Hatchback,Suzuki,Mehran,2002.0,800.0,Manual,Petrol,680000.0
Hatchback,Toyota,Aqua,2015.0,1500.0,Automatic,Hybrid,4650000.0
Sedan,Toyota,Corolla,2004.0,1600.0,Automatic,Petrol,1525000.0
Sedan,Honda,City,2018.0,1300.0,Automatic,Petrol,3750000.0
Sedan,Toyota,Corolla,2008.0,1300.0,Manual,Petrol,1700000.0
Hatchback,Toyota,Passo,2015.0,1000.0,Automatic,Petrol,2850000.0
Sedan,Honda,City,2019.0,1300.0,Automatic,Petrol,4400000.0
Hatchback,Toyota,Vitz,2014.0,1000.0,Automatic,Petrol,3000000.0
Sedan,Toyota,Corolla,2018.0,1300.0,Manual,Petrol,4400000.0
Hatchback,Nissan,Dayz,2018.0,660.0,Automatic,Petrol,3250000.0
Sedan,Toyota,Corolla,2021.0,1798.0,Automatic,Petrol,6725000.0
Hatchback,Suzuki,Alto,2016.0,660.0,Automatic,Petrol,2400000.0
Van,Suzuki,Bolan,2014.0,800.0,Manual,Petrol,980000.0
Hatchback,Suzuki,Mehran,2011.0,800.0,Manual,Petrol,1130000.0
Hatchback,Suzuki,Mehran,2015.0,796.0,Manual,Petrol,1020000.0
Hatchback,Suzuki,Mehran,2017.0,796.0,Manual,Petrol,1380000.0
Compact sedan,Honda,City,2021.0,1497.0,Automatic,Petrol,4200000.0
SUV,KIA,Sportage,2020.0,1999.0,Automatic,Petrol,6900000.0
Sedan,Honda,City,2003.0,1300.0,Manual,Petrol,1400000.0
Hatchback,Suzuki,Cultus,2000.0,1000.0,Manual,Petrol,575000.0
Hatchback,Suzuki,Swift,2010.0,1300.0,Manual,Petrol,1650000.0
Hatchback,Daihatsu,Mira,2018.0,660.0,Automatic,Petrol,3400000.0
Hatchback,Suzuki,Alto,2008.0,660.0,Automatic,Petrol,960000.0
Sedan,Honda,Civic,2017.0,1800.0,Automatic,Petrol,5500000.0
Hatchback,Suzuki,Kei,2007.0,660.0,Automatic,Petrol,1425000.0
Hatchback,Suzuki,Cultus,2010.0,1000.0,Manual,Petrol,1140000.0
Sedan,Honda,Civic,2017.0,1800.0,Automatic,Petrol,4740000.0
Sedan,Toyota,Corolla,2017.0,1798.0,Automatic,Petrol,4480000.0
Sedan,Toyota,Corolla,2011.0,1600.0,Automatic,Petrol,2750000.0
Sedan,Toyota,Corolla,2012.0,1600.0,Automatic,Petrol,2600000.0
Hatchback,Suzuki,Alto,2002.0,1000.0,Manual,Petrol,830000.0
Sedan,Toyota,Corolla,2011.0,1300.0,Manual,Petrol,2250000.0
Hatchback,Suzuki,Wagon,2022.0,1000.0,Automatic,Petrol,3280000.0
Sedan,Toyota,Corolla,2016.0,1300.0,Manual,Petrol,3250000.0
SUV,KIA,Sportage,2019.0,2000.0,Automatic,Petrol,6875000.0
Hatchback,Suzuki,Alto,2021.0,660.0,Manual,Petrol,2400000.0
Sedan,Honda,Civic,2021.0,1800.0,Automatic,Petrol,7500000.0
Sedan,Toyota,Corolla,2007.0,1800.0,Automatic,Petrol,3870000.0
Station Wagon,Nissan,Wingroad,2008.0,1500.0,Automatic,Petrol,2450000.0
Sedan,Honda,Civic,1999.0,1600.0,Automatic,Petrol,1250000.0
Hatchback,Suzuki,Mehran,2004.0,800.0,Manual,Petrol,630000.0
Hatchback,Suzuki,Alto,2011.0,1000.0,Manual,Petrol,790000.0
Hatchback,Suzuki,Wagon,2018.0,1000.0,Manual,Petrol,2125000.0
Sedan,Toyota,Corolla,2016.0,1300.0,Manual,Petrol,3450000.0
Hatchback,Suzuki,Alto,2021.0,660.0,Manual,Petrol,2350000.0
Sedan,Toyota,Corolla,2018.0,1300.0,Manual,Petrol,4190000.0
Hatchback,Suzuki,Alto,2008.0,1000.0,Manual,Petrol,900000.0
Hatchback,Suzuki,Alto,2019.0,660.0,Manual,Petrol,2080000.0
Sedan,Honda,City,2015.0,1300.0,Manual,Petrol,3530000.0
Sedan,Toyota,Corolla,2022.0,1598.0,Automatic,Petrol,6850000.0
Hatchback,Suzuki,Mehran,1997.0,800.0,Manual,Petrol,295000.0
Crossover,MG,HS,2021.0,1500.0,Automatic,Petrol,6950000.0
Sedan,Honda,Civic,2000.0,1500.0,Manual,Petrol,1000000.0
Hatchback,Suzuki,Alto,2021.0,660.0,Automatic,Petrol,2775000.0
Sedan,Toyota,Corolla,2012.0,1300.0,Manual,Petrol,2430000.0
Hatchback,KIA,Picanto,2019.0,1000.0,Automatic,Petrol,2680000.0
Sedan,Toyota,Corolla,2011.0,1300.0,Manual,Petrol,2750000.0
Hatchback,Suzuki,Cultus,2003.0,1000.0,Manual,Petrol,630000.0
Sedan,Toyota,Mark,2005.0,3000.0,Automatic,Petrol,5550000.0
Sedan,Toyota,Corolla,2017.0,1600.0,Automatic,Petrol,5500000.0
Sedan,Honda,Civic,2016.0,1800.0,Automatic,Petrol,4200000.0
Sedan,Toyota,Corolla,2012.0,1300.0,Manual,Petrol,2425000.0
Hatchback,Nissan,Dayz,2018.0,660.0,Automatic,Petrol,3375000.0
Sedan,Honda,Civic,2000.0,1600.0,Automatic,Petrol,1325000.0
Sedan,Toyota,Corolla,2006.0,1800.0,Manual,Petrol,2375000.0
Hatchback,Toyota,Aqua,2014.0,1500.0,Automatic,Hybrid,3750000.0
Hatchback,Suzuki,Swift,2022.0,1200.0,Manual,Petrol,4125000.0
Mini Van,Suzuki,MR,2011.0,660.0,Automatic,Petrol,1620000.0
Hatchback,Suzuki,Alto,2021.0,660.0,Manual,Petrol,2400000.0
SUV,KIA,Sportage,2021.0,2000.0,Automatic,Petrol,7450000.0
Hatchback,Suzuki,Cultus,2019.0,1000.0,Manual,Petrol,2550000.0
Mini Van,Changan,Karvaan,2020.0,1000.0,Manual,Petrol,2150000.0
Hatchback,Daihatsu,Cuore,2007.0,800.0,Manual,Petrol,985000.0
Sedan,Honda,Civic,2015.0,1800.0,Automatic,Petrol,4175000.0
